
1,1.90734863,1.90734863,1.90734863
2,34.09385681,52.92892456,43.51139069
3,51.97525024,262.02201843,152.66736348
4,51.97525024,121.11663818,77.54564285
5,67.94929504,227.21290588,178.62319946
6,66.99562073,200.98686218,140.30933380
7,75.10185242,233.88862610,144.44759914
8,63.89617920,319.00405884,226.34863853
9,87.97645569,385.04600525,269.09510295
10,84.87701416,241.04118347,149.05929565
11,101.08947754,308.99047852,225.30555725
12,81.06231689,329.01763916,197.76821136
13,87.97645569,383.13865662,260.59150696
14,102.99682617,400.06637573,226.63388933
15,91.07589722,453.23371887,268.61826579
16,82.01599121,436.06758118,224.21777248
17,104.90417480,440.83595276,318.17660612
18,81.06231689,355.95893860,208.11292860
19,123.97766113,535.96496582,243.82691634
20,77.00920105,465.86990356,211.57264709
21,82.01599121,564.09835815,292.39200410
22,89.88380432,560.04524231,266.21601798
23,87.02278137,536.91864014,277.85093888
24,77.00920105,581.02607727,280.40011724
25,108.00361633,782.96661377,428.73382568
26,92.98324585,735.04447937,376.96728340
27,120.16296387,1113.89160156,541.72233299
28,174.99923706,797.98698425,453.40401786
29,149.01161194,2277.85110474,1298.11517124
30,80.10864258,888.10920715,380.38094838
31,113.96408081,1115.08369446,471.69193145
32,51.02157593,1039.02816772,440.54538012
33,183.10546875,22604.94232178,16798.85748661
34,85.11543274,1368.99948120,680.92346191
35,84.87701416,1523.01788330,750.39863586
36,93.93692017,11229.03823853,8273.12469482
37,361.91940308,17393.11218262,9976.12283037
38,107.04994202,12228.01208496,5483.83436705
39,443.93539429,8036.13662720,5946.03709685
40,452.04162598,6017.92335510,4945.43313980
41,530.00450134,4684.92507935,2575.24048410
42,1105.07011414,19894.83833313,11078.14198449
43,624.89509583,10186.19537354,8373.32703346
44,934.12399292,3875.97084045,2415.76541554
45,160.21728516,5765.91491699,3619.32118734
46,1106.02378845,4482.98454285,2723.42433100
47,950.09803772,3695.01113892,2396.69008458
48,1060.00900269,8380.88989258,5644.75854238
49,2213.00125122,11839.15138245,6298.93127753
50,1132.96508789,18597.84126282,10316.28131866
51,1221.89521790,4155.15899658,2959.52722138
52,1847.02873230,6377.93540955,3731.83763944
53,1173.01940918,14693.97544861,8095.10249012
54,1319.88525391,17508.02993774,11271.47233045
55,921.01097107,10996.10328674,8829.58932356
56,1253.84330750,16359.09080505,7851.58787455
57,1081.94351196,10632.99179077,8029.80389511
58,1502.03704834,18847.94235229,15772.83596170
59,1512.05062866,6588.93585205,4741.70102911
60,1570.94001770,8172.03521729,5562.25776672
61,2257.82394409,15363.93165588,12833.83760296
62,2187.96730042,7076.97868347,4668.79721611
63,1738.07144165,11255.97953796,9429.48129442
64,687.12234497,9695.05310059,7534.39217806
