16,960000,2,6.52
16,960000,3,10.73
16,960000,4,12.18
16,960000,5,12.73
16,960000,6,13.42
16,960000,7,13.78
16,960000,8,13.55
16,960000,9,13.76
16,960000,10,12.81
16,960000,11,12.17
16,960000,12,12.45
16,960000,13,12.39
16,960000,14,13.89
16,960000,15,13.86
16,960000,16,13.31
16,960000,17,12.43
16,960000,18,12.32
16,960000,19,12.07
16,960000,20,12.18
16,960000,21,12.34
16,960000,22,12.53
16,960000,23,11.92
16,960000,24,11.44
16,960000,25,11.16
16,960000,26,11.00
16,960000,27,10.71
16,960000,28,10.38
16,960000,29,10.30
16,960000,30,10.55
16,960000,31,10.91
16,960000,32,10.61
16,960000,33,10.85
16,960000,34,10.48
16,960000,35,10.37
16,960000,36,10.41
16,960000,37,9.94
16,960000,38,9.75
16,960000,39,9.46
16,960000,40,9.33
16,960000,41,9.03
16,960000,42,8.99
16,960000,43,8.55
16,960000,44,8.68
16,960000,45,8.29
16,960000,46,8.12
16,960000,47,8.39
16,960000,48,7.79
16,960000,49,7.63
16,960000,50,7.93
16,960000,51,7.50
16,960000,52,7.28
16,960000,53,7.39
16,960000,54,7.43
16,960000,55,6.95
16,960000,56,6.81
16,960000,57,6.94
16,960000,58,7.07
16,960000,59,6.59
16,960000,60,6.36
16,960000,61,6.37
16,960000,62,6.55
16,960000,63,6.53
16,960000,64,6.15
16,960000,65,5.91
16,960000,66,5.88
16,960000,67,5.99
16,960000,68,6.17
16,960000,69,5.97
16,960000,70,5.67
16,960000,71,5.46
16,960000,72,5.40
16,960000,73,5.47
16,960000,74,5.57
16,960000,75,5.72
16,960000,76,5.49
16,960000,77,5.25
16,960000,78,5.07
16,960000,79,4.95
16,960000,80,4.95
16,960000,81,5.00
16,960000,82,5.09
16,960000,83,5.19
16,960000,84,5.12
16,960000,85,4.89
16,960000,86,4.73
16,960000,87,4.61
16,960000,88,4.51
16,960000,89,4.49
16,960000,90,4.49
16,960000,91,4.54
16,960000,92,4.59
16,960000,93,4.66
16,960000,94,4.73
16,960000,95,4.55
16,960000,96,4.40
16,960000,97,4.27
16,960000,98,4.18
16,960000,99,4.10
16,960000,100,4.06
