2,960000,5,0.99
3,960000,5,1.98
4,960000,5,2.96
5,960000,5,4.08
6,960000,5,4.94
7,960000,5,6.02
8,960000,5,6.92
9,960000,5,8.03
10,960000,5,8.87
11,960000,5,10.02
12,960000,5,10.80
13,960000,5,12.01
14,960000,5,12.72
15,960000,5,13.97
16,960000,5,14.69
17,960000,5,15.64
18,960000,5,16.56
19,960000,5,17.53
20,960000,5,18.45
21,960000,5,19.36
22,960000,5,20.31
23,960000,5,21.24
24,960000,5,22.14
25,960000,5,23.18
26,960000,5,24.09
27,960000,5,24.91
28,960000,5,25.83
29,960000,5,26.77
30,960000,5,27.60
31,960000,5,28.53
32,960000,5,29.44
33,960000,5,30.35
34,960000,5,31.07
35,960000,5,32.00
36,960000,5,32.79
37,960000,5,32.61
38,960000,5,33.27
39,960000,5,33.16
40,960000,5,33.81
41,960000,5,34.17
42,960000,5,34.42
43,960000,5,34.84
44,960000,5,35.08
45,960000,5,35.16
46,960000,5,31.55
47,960000,5,36.64
48,960000,5,36.27
49,960000,5,35.81
50,960000,5,36.73
51,960000,5,36.24
52,960000,5,31.19
53,960000,5,37.42
54,960000,5,37.69
55,960000,5,37.75
56,960000,5,37.95
57,960000,5,37.92
58,960000,5,37.36
59,960000,5,39.05
60,960000,5,37.37
61,960000,5,38.83
62,960000,5,38.68
63,960000,5,38.28
64,960000,5,40.31
