4,960000,2,2.61
4,960000,3,2.81
4,960000,4,2.86
4,960000,5,2.88
4,960000,6,2.93
4,960000,7,2.89
4,960000,8,2.89
4,960000,9,2.82
4,960000,10,2.88
4,960000,11,2.91
4,960000,12,2.91
4,960000,13,2.91
4,960000,14,3.10
4,960000,15,3.02
4,960000,16,2.95
4,960000,17,2.94
4,960000,18,2.92
4,960000,19,2.95
4,960000,20,2.94
4,960000,21,2.90
4,960000,22,2.90
4,960000,23,2.93
4,960000,24,2.95
4,960000,25,2.72
4,960000,26,2.90
4,960000,27,2.89
4,960000,28,2.86
4,960000,29,2.95
4,960000,30,2.90
4,960000,31,2.68
4,960000,32,2.99
4,960000,33,2.85
4,960000,34,2.69
4,960000,35,2.90
4,960000,36,3.10
4,960000,37,2.96
4,960000,38,2.88
4,960000,39,2.87
4,960000,40,2.87
4,960000,41,2.92
4,960000,42,2.84
4,960000,43,3.06
4,960000,44,2.77
4,960000,45,2.88
4,960000,46,2.85
4,960000,47,2.87
4,960000,48,2.75
4,960000,49,2.72
4,960000,50,2.83
4,960000,51,2.71
4,960000,52,2.66
4,960000,53,2.74
4,960000,54,2.72
4,960000,55,2.61
4,960000,56,2.61
4,960000,57,2.76
4,960000,58,2.67
4,960000,59,2.59
4,960000,60,2.60
4,960000,61,2.72
4,960000,62,2.77
4,960000,63,2.66
4,960000,64,2.56
4,960000,65,2.67
4,960000,66,2.75
4,960000,67,2.84
4,960000,68,2.78
4,960000,69,2.85
4,960000,70,2.91
4,960000,71,2.93
4,960000,72,2.94
4,960000,73,2.88
4,960000,74,2.89
4,960000,75,2.87
4,960000,76,2.84
4,960000,77,2.81
4,960000,78,3.00
4,960000,79,2.80
4,960000,80,2.74
4,960000,81,2.71
4,960000,82,2.67
4,960000,83,2.63
4,960000,84,2.60
4,960000,85,2.60
4,960000,86,2.65
4,960000,87,2.70
4,960000,88,2.78
4,960000,89,2.58
4,960000,90,2.71
4,960000,91,2.65
4,960000,92,2.45
4,960000,93,2.56
4,960000,94,2.70
4,960000,95,2.57
4,960000,96,2.60
4,960000,97,2.65
4,960000,98,2.72
4,960000,99,2.80
4,960000,100,2.87
